"RI","Na","Mg","Al","Si","K","Ca","Ba","Fe","type","type_bin","type01"
-0.284971811386834,-0.719872529547122,0.60001565631901,0.090318845420074,0.127901308392993,0.0658455415014251,-0.307038292585817,-0.352051384254174,1.3648648158983,"WinF","Win",1
0.426288286320808,1.66806710940371,0.738672694764308,-2.31319198399702,-0.814586540529333,-0.716132956808209,0.0302408584612912,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.331072002904878,-0.768855906756371,0.648545619774864,-0.310266292816109,0.179544478196964,0.142510100159232,-0.180558610943152,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.281678940564116,-0.732118373849434,0.61388136016354,-0.190090751345254,0.476492704569736,0.188508835353917,-0.25785174972478,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.383757936068432,-0.0341052486176529,0.565351396707685,-0.590675889581437,0.257009232902892,0.00451389457517927,-0.37027813340715,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.238871619868714,-0.523939020710131,0.593082804396745,-0.470500348110582,0.45067111966776,0.234507570548601,-0.300011643605669,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.143378366009834,-0.242284601756956,0.551485692863156,-0.0699152098743992,-0.014117408567904,0.142510100159232,-0.37027813340715,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.380465065245714,-0.658643308035564,0.551485692863156,-0.230149265168872,0.502314289471731,0.096511364964548,-0.37027813340715,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.22570013657792,-1.03826448140723,0.579217100552215,-0.0298566960507809,0.644333006432628,0.111844276696109,-0.292984994625521,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.17301420341429,-0.401480577687012,0.558418544785421,-0.330295549727918,0.26992002535389,0.157843011890794,-0.328118239526261,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.22570013657792,-0.928051882686425,0.606948508241275,-0.290237035904299,0.553957459275684,0.173175923622355,-0.1875852599233,-0.352051384254174,0.851721684130494,"WinF","Win",1
-0.294850423854986,-0.695380840942499,0.565351396707685,-0.610705146493246,0.799262515844504,0.096511364964548,-0.285958345645372,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.202650040818822,-0.683134996640187,0.551485692863156,-0.430441834286963,0.411938742314787,0.173175923622355,-0.278931696665224,-0.171044719525519,1.67275069495899,"WinF","Win",1
-0.275093198918681,-1.02601863710492,0.544552840940891,-0.130002980609827,0.954192025256398,0.157843011890794,-0.285958345645372,-0.352051384254174,0.0306926733019998,"WinF","Win",1
-0.176307074237083,-0.879068505477179,0.593082804396745,-0.210120008257063,0.38611715741281,0.111844276696109,-0.145425366042411,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.887567171944651,-0.144317847338462,0.530687137096361,-0.470500348110582,0.114990515941996,0.096511364964548,-0.271905047685076,-0.352051384254174,-0.58507908481937,"WinF","Win",1
0.238594649425766,0.590432810800256,0.58614995247448,-0.250178522080681,-1.08571318200013,0.0198468063067407,-0.124345419101967,-0.130821016252485,-0.58507908481937,"WinF","Win",1
-0.130206882718964,-0.817839283965618,0.551485692863156,-0.190090751345254,0.399027949863789,0.21917465881704,-0.194611908903448,-0.352051384254174,-0.58507908481937,"WinF","Win",1
1.23962737953269,0.982299828474239,0.787202658220162,-1.95266535958446,-1.1373563518041,-0.593469662955717,0.430759850329732,-0.352051384254174,-0.58507908481937,"WinF","Win",1
1.23962737953269,0.982299828474239,0.787202658220162,-1.95266535958446,-1.1373563518041,-0.593469662955717,0.430759850329732,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.143378366009834,-0.75661006245406,0.565351396707685,-0.650763660316864,0.489403497020734,0.21917465881704,-0.131372068082115,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.268507457273246,-0.854576816872553,0.509888581329566,-0.490529605022391,0.708886968687578,0.142510100159232,-0.222718504824039,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.189478557527953,-0.242284601756956,0.489090025562772,-0.230149265168872,0.14081210084399,0.142510100159232,-0.25785174972478,-0.352051384254174,-0.58507908481937,"WinF","Win",1
1.22974876706454,0.394499301963265,0.801068362064692,-1.45193393678923,-1.15026714425508,-0.501472192566348,0.55021288299225,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.166428461768931,-0.83008512826793,0.516821433251831,-0.5105588619342,0.38611715741281,0.188508835353917,-0.138398717062263,-0.352051384254174,2.49377970578748,"WinF","Win",1
0.208958812021233,0.100599038707778,0.551485692863156,-0.190090751345254,-0.904962087686259,0.0811784532329866,0.0302408584612912,-0.352051384254174,-0.58507908481937,"WinF","Win",1
0.106879816516917,-0.266776290361581,0.475224321718242,-0.530588118846009,0.0891689310400193,0.111844276696109,-0.0892121742012262,-0.352051384254174,1.05697893683762,"WinF","Win",1
2.73459073304783,0.712891253823375,0.704008435152983,-1.47196319370104,-1.39557220082392,-0.73146586853977,0.606426074833434,-0.352051384254174,0.441207178716247,"WinF","Win",1
1.27255608775994,-0.242284601756956,0.752538398608838,-1.31172913840657,-0.853318917882306,-0.562803839492594,0.746959054436396,-0.352051384254174,-0.58507908481937,"WinF","Win",1
0.202373070375798,0.210811637428585,0.461358617873712,-0.430441834286963,-0.737121785823386,0.142510100159232,-0.0329989823600414,-0.352051384254174,-0.58507908481937,"WinF","Win",1
1.59196455756383,0.382253457660953,0.717874138997513,-1.87254833193722,-1.16317793670608,-0.62413548641884,0.775065650356988,-0.352051384254174,1.05697893683762,"WinF","Win",1
0.294573453411961,-0.25453044605927,0.447492914029182,-0.330295549727918,-0.375619597195645,0.157843011890794,0.128613944183365,-0.352051384254174,0.543835805069808,"WinF","Win",1
-0.093985303668997,0.0271239728939055,0.128581725604997,-0.5105588619342,0.244098440451914,0.0811784532329866,0.051320805401735,-0.352051384254174,-0.58507908481937,"WinF","Win",1
0.00150795018980899,-0.32800551187314,0.107783169838202,-0.330295549727918,0.257009232902892,0.0811784532329866,0.079427401322328,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.19277142835067,-0.242284601756956,0.0869846140714079,-0.310266292816109,0.424849534765784,0.0198468063067407,0.0442941564215871,-0.352051384254174,0.338578552362685,"WinF","Win",1
-0.222407265755127,-1.17296876873267,0.0176560948487589,-0.310266292816109,1.35442659123711,0.096511364964548,0.0724007523421801,-0.352051384254174,1.87800794766611,"WinF","Win",1
-2.04665770154224,-0.511693176407819,0.544552840940891,-0.650763660316864,0.424849534765784,0.188508835353917,-0.426491325248334,-0.352051384254174,2.59640833214104,"WinF","Win",1
-0.0412993705055179,-0.658643308035564,0.551485692863156,-0.310266292816109,0.38611715741281,0.157843011890794,-0.37027813340715,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.271800328095964,0.0883531944054661,0.731739842842043,-0.550617375757818,0.437760327216763,0.142510100159232,-0.651344092613073,-0.352051384254174,-0.58507908481937,"WinF","Win",1
-0.271800328095964,-0.0218594043153412,0.676277027463924,-0.5105588619342,0.179544478196964,0.111844276696109,-0.482704517089519,-0.352051384254174,0.543835805069808,"WinF","Win",1
0.225423166134818,0.235303326033208,0.648545619774864,-0.670792917228673,-0.014117408567904,-0.547470927761033,-0.138398717062263,-0.352051384254174,-0.58507908481937,"WinF","Win",1
0.4625098653707,0.49246605638176,0.620814212085805,-0.250178522080681,-1.20191031405905,-0.578136751224156,-0.201638557883596,1.03566637866551,-0.58507908481937,"WinF","Win",1
1.1046196758012,0.125090727312401,0.814934065909221,-1.13146582620028,-1.11153476690211,-0.40947472217698,0.409679903389287,-0.352051384254174,0.543835805069808,"WinF","Win",1
1.28572757105081,0.93331645126499,0.780269806297897,-1.33175839531837,-1.67960963474571,-0.762131692002893,0.515079638091509,-0.352051384254174,-0.58507908481937,"WinF","Win",1
1.1046196758012,0.0883531944054661,0.731739842842043,-1.09140731237666,-0.827497332980312,-0.486139280834787,0.458866446250324,-0.352051384254174,0.133321299655562,"WinF","Win",1
0.864240105742604,0.345515924754016,0.627747064008069,-0.650763660316864,-0.89205129523528,-0.62413548641884,0.311306817667215,-0.352051384254174,-0.58507908481937,"WinF","Win",1
1.03876225934678,-0.438218110593947,0.669344175541659,-1.15149508311209,-0.556370691509515,-0.470806369103226,0.627506021773878,-0.352051384254174,1.15960756319118,"WinF","Win",1
1.03876225934678,-0.438218110593947,0.669344175541659,-1.15149508311209,-0.427262766999616,-0.470806369103226,0.627506021773878,-0.352051384254174,1.15960756319118,"WinF","Win",1
1.03876225934678,-0.352497200477765,0.620814212085805,-1.09140731237666,-0.582192276411492,-0.40947472217698,0.606426074833434,-0.352051384254174,1.05697893683762,"WinF","Win",1
1.52610714110941,-0.119826158733837,0.620814212085805,-1.25164136767114,-0.853318917882306,-0.578136751224156,0.852358789138617,-0.352051384254174,-0.277193205758685,"WinF","Win",1
-0.864517076185628,1.77827970812451,0.683209879386188,0.591050268215302,-1.00824842729418,-0.51680510429791,-1.12212957428299,-0.352051384254174,0.64646443142337,"WinNF","Win",1
0.0377295292397757,0.284286703242457,0.821866917831486,-0.350324806639727,-0.89205129523528,0.0658455415014251,-0.447571272188778,-0.352051384254174,2.6990369584946,"WinNF","Win",1
-0.801952530553923,-0.3892347333847,0.627747064008069,0.150406616155501,0.57977904417766,0.265173394011724,-0.791877072216035,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.676823439290583,-0.0830886258269018,0.61388136016354,0.250552900714547,0.282830817804887,0.173175923622355,-0.749717178335146,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.792073918085768,-0.474955643500884,0.606948508241275,0.19046512997912,0.592689836628657,0.341837952669531,-0.742690529354998,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.811831143022074,-0.474955643500884,0.620814212085805,0.130377359243692,0.605600629079654,0.295839217474847,-0.70053063547411,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.630723247772463,0.0393698171962172,0.641612767852599,0.19046512997912,-0.336887219842671,0.249840482280162,-0.651344092613073,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.689994922581454,-0.499447332105508,0.620814212085805,0.19046512997912,0.231187648000916,0.173175923622355,-0.644317443632925,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.736095114099573,0.627170343707191,0.579217100552215,-0.390383320463345,0.295741610255866,-0.19481395793512,-0.714583933434405,-0.352051384254174,0.851721684130494,"WinNF","Win",1
-0.811831143022074,-0.719872529547122,0.579217100552215,0.911518378804248,0.26992002535389,0.295839217474847,-0.693503986493962,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.805245401376713,-0.670889152337876,0.579217100552215,1.35216203086405,0.0117041763340722,0.295839217474847,-0.693503986493962,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.801952530553923,-0.193301224547709,0.530687137096361,-0.0298566960507809,0.670154591334604,0.173175923622355,-0.77079712527559,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.627430376949822,0.00263228428928217,0.60001565631901,-0.390383320463345,0.20536606309894,0.280506305743285,-0.602157549752037,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.798659659731206,-0.3892347333847,0.579217100552215,0.210494386890929,0.282830817804887,0.280506305743285,-0.637290794652776,-0.352051384254174,0.338578552362685,"WinNF","Win",1
-1.40784076193453,1.03128320568349,0.281104467894825,1.27204500321681,-0.478905936803568,0.924488598468866,-1.31887574572714,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.696580664226889,-0.0585969372222784,0.620814212085805,0.090318845420074,0.0891689310400193,-0.072150664082628,-0.524864410970407,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.880981430299217,-0.205547068850021,0.558418544785421,0.0502603315964557,0.773440930942528,-0.179481046203558,-0.651344092613073,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.630723247772463,-0.00961356001302951,0.558418544785421,0.150406616155501,-0.00120661611690672,0.265173394011724,-0.616210847712332,-0.352051384254174,0.441207178716247,"WinNF","Win",1
-0.719630759985912,-0.487201487803196,0.565351396707685,0.0702895885082648,0.308652402706863,0.157843011890794,-0.588104251791741,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.647187601886128,-1.05051032570954,0.551485692863156,0.851430608068821,0.747619346040551,0.203841747085478,-0.616210847712332,-0.352051384254174,0.338578552362685,"WinNF","Win",1
0.0146794334807536,-0.585168242221692,0.731739842842043,-0.670792917228673,-0.478905936803568,0.21917465881704,0.00213426254069948,-0.352051384254174,1.67275069495899,"WinNF","Win",1
-0.762438080681314,-0.621905775128627,0.523754285174096,0.0102018177728374,0.528135874373707,-0.0874835758141894,-0.482704517089519,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.818416884667584,-0.352497200477765,0.502955729407301,0.270582157626356,0.786351723393525,-0.654801309881963,-0.398384729327741,-0.352051384254174,1.3648648158983,"WinNF","Win",1
-0.811831143022074,-0.205547068850021,0.454425765951447,0.0502603315964557,0.57977904417766,-0.164148134471997,-0.517837761990259,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.68340918093602,-0.854576816872553,0.447492914029182,0.090318845420074,0.812173308295501,0.265173394011724,-0.503784464029963,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
0.0772439791123851,-0.0585969372222784,0.516821433251831,-0.0298566960507809,-0.504727521705544,0.0198468063067407,-0.250825100744632,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
0.0146794334807536,-0.474955643500884,0.648545619774864,-0.770939201787719,-0.401441182097621,0.21917465881704,0.121587295203217,-0.352051384254174,0.954350310484055,"WinNF","Win",1
-0.308021907145856,-1.47911487629046,0.392030098651063,-0.570646632669628,1.16076470447224,0.188508835353917,-0.0400256313401894,-0.352051384254174,1.87800794766611,"WinNF","Win",1
-0.485836931572747,-0.903560194081802,0.135514577527262,0.530962497479875,0.721797761138557,0.357170864401093,-0.292984994625521,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.0841066912008448,-0.548430709314754,0.190977392905381,-0.0298566960507809,0.347384780059837,0.157843011890794,-0.117318770121819,-0.0704854613429335,-0.58507908481937,"WinNF","Win",1
-0.597794539545292,-0.805593439663306,0.114716021760467,-0.00982743913897178,0.799262515844504,0.111844276696109,-0.117318770121819,-0.130821016252485,1.67275069495899,"WinNF","Win",1
-0.350829227841182,-1.29542721175578,0.0245889467710239,0.370728442185402,0.282830817804887,0.311172129206408,0.191853785004697,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.0544708537963878,-0.964789415593363,0.0523203544600832,-1.23161211075933,1.49644530819801,-0.225479781398242,0.325360115627511,-0.352051384254174,1.46749344225186,"WinNF","Win",1
2.9255772407656,0.480220212079449,0.322701579428414,-1.57210947826008,-2.68665144592299,-0.639468398150401,1.88527618922039,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
1.88832293160863,0.516957744986384,0.149380281371792,-0.550617375757818,-1.93782548376551,-0.639468398150401,1.2880110259078,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
2.10235953508549,-2.39755319896386,-1.86114677608503,0.87145986498063,-0.595103068862489,0.479834158253584,3.00954002604408,-0.352051384254174,2.90429421120173,"WinNF","Win",1
4.24272556985377,-3.27925398873032,-1.86114677608503,1.31210351704043,-3.66787167219827,0.127177188427671,3.05169991992497,5.98318188124873,2.28852245308036,"WinNF","Win",1
5.12521495034288,-1.35665643326734,-1.86114677608503,-0.891114743258574,-3.2159939364136,-0.578136751224156,5.08240147518776,-0.352051384254174,1.87800794766611,"WinNF","Win",1
1.26926321693715,1.2517084031251,-1.86114677608503,-0.891114743258574,0.0246149687850695,-0.608802574687279,1.80095640145861,-0.352051384254174,0.235949926009123,"WinNF","Win",1
-0.0610565954418224,0.382253457660953,-1.86114677608503,-1.77240204737818,2.32273602506141,-0.762131692002893,1.42854400551076,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
2.72471212057968,-2.66696177361472,-1.86114677608503,-1.35178765223018,0.721797761138557,-0.762131692002893,4.0213774791854,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
2.97167743228372,-2.92412450396327,-1.86114677608503,-1.3918461660538,0.553957459275684,-0.762131692002893,4.21812365062955,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
3.09680652354705,-0.940297726988737,-1.86114677608503,-1.55208022134827,-0.814586540529333,-0.670134221613524,3.82463130774126,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
0.182615845439493,0.0638615058008428,0.794135510142427,-0.370354063551536,-0.130314540626825,0.111844276696109,-0.524864410970407,-0.352051384254174,0.851721684130494,"WinNF","Win",1
0.0344366584170582,-0.376988889082389,0.891195437054136,-0.5105588619342,-0.272333257587722,0.157843011890794,-0.37027813340715,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
0.031143787594266,0.00263228428928217,0.835732621676016,-0.230149265168872,-0.349798012293669,0.0198468063067407,-0.475677868109371,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.0248350163919305,-0.205547068850021,0.842665473598281,-0.0699152098743992,-0.414351974548618,0.0811784532329866,-0.454597921168926,-0.352051384254174,0.441207178716247,"WinNF","Win",1
-0.423272385941116,0.382253457660953,0.690142731308454,0.731255066597966,-0.762943370725362,0.21917465881704,-0.756743827315294,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.538522864736301,-0.132072003036149,0.662411323619394,0.170435873067311,-0.156136125528801,0.234507570548601,-0.651344092613073,-0.352051384254174,2.39115107943392,"WinNF","Win",1
-0.607673152013443,0.186319948823962,0.61388136016354,0.0502603315964557,-0.259422465136724,0.21917465881704,-0.70053063547411,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
0.0245580459489061,-0.193301224547709,0.745605546686572,-0.250178522080681,-0.323976427391674,0.127177188427671,-0.377304782387298,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.571451572963551,-0.585168242221692,0.593082804396745,0.350699185273593,0.399027949863789,0.21917465881704,-0.651344092613073,-0.352051384254174,1.57012206860543,"WinNF","Win",1
-0.492422673218258,-0.217792913152332,0.593082804396745,0.0702895885082648,0.244098440451914,0.096511364964548,-0.602157549752037,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.426565256763834,0.0883531944054661,0.551485692863156,0.530962497479875,-0.169046917979798,0.188508835353917,-0.679450688533665,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
1.12108402991479,-0.25453044605927,0.690142731308454,-0.590675889581437,0.127901308392993,0.0658455415014251,-0.307038292585817,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
0.116758428985069,-0.585168242221692,0.676277027463924,0.230523643802738,-0.181957710430777,0.127177188427671,-0.285958345645372,-0.352051384254174,0.64646443142337,"WinNF","Win",1
-0.558280089672607,-0.57292239791938,0.641612767852599,-0.370354063551536,0.127901308392993,0.096511364964548,-0.250825100744632,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
0.804968430933616,0.455728523474823,-0.280456537808632,-0.0298566960507809,-0.853318917882306,-0.0108190171563822,0.627506021773878,-0.352051384254174,1.15960756319118,"WinNF","Win",1
0.762161110238287,0.17407410452165,-0.412180724331664,0.450845469832638,-0.608013861313468,0.0505126297698637,0.430759850329732,0.19096860993179,1.15960756319118,"WinNF","Win",1
0.604103310747702,0.700645409521063,-0.925211766579266,0.370728442185402,-1.15026714425508,-0.164148134471997,1.12639809936439,-0.352051384254174,1.26223618954474,"WinNF","Win",1
1.12108402991479,0.418990990567888,-1.16092873193627,-0.170061494433445,-0.595103068862489,-0.256145604861365,1.53394374021298,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
2.56006857944366,0.357761769056328,-1.86114677608503,-0.170061494433445,-1.82162835170661,-0.470806369103226,3.15007300564704,-0.352051384254174,0.441207178716247,"WinNF","Win",1
-0.0775209495554846,0.0271239728939055,0.8981282889764,-0.530588118846009,-0.207779295332772,0.127177188427671,-0.567024304851296,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.120328270250811,0.370007613358641,0.863464029365076,0.19046512997912,-1.08571318200013,0.0658455415014251,-0.524864410970407,-0.352051384254174,0.954350310484055,"WinNF","Win",1
-0.0841066912008448,-0.0953344701292135,0.808001213986957,-0.390383320463345,0.166633685745966,0.0351797180383022,-0.588104251791741,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.156549849300778,-0.266776290361581,0.842665473598281,-0.290237035904299,-0.414351974548618,0.0811784532329866,-0.363251484427002,-0.352051384254174,2.28852245308036,"WinNF","Win",1
-0.100571045314507,-0.499447332105508,0.773336954375632,-0.7308806879641,0.541046666824686,0.096511364964548,-0.40541137830789,-0.352051384254174,0.64646443142337,"WinNF","Win",1
-0.413393773472964,-0.634151619430938,0.648545619774864,0.250552900714547,0.399027949863789,0.173175923622355,-0.595130900771889,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.535229993913584,-0.75661006245406,0.579217100552215,0.19046512997912,0.915459647903424,0.249840482280162,-0.742690529354998,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.535229993913584,-0.658643308035564,0.606948508241275,0.390757699097211,0.631422213981631,0.234507570548601,-0.679450688533665,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.482544060750106,-0.0953344701292135,0.593082804396745,0.330669928361784,-0.143225333077804,0.280506305743285,-0.595130900771889,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
0.0476081417079281,-0.25453044605927,0.655478471697129,-0.75090994487591,0.231187648000916,0.111844276696109,-0.384331431367446,-0.171044719525519,1.15960756319118,"WinNF","Win",1
-0.574744443786193,-0.683134996640187,0.57228424862995,-0.00982743913897178,0.463581912118757,0.280506305743285,-0.510811113010111,-0.231380274435071,1.98063657401967,"WinNF","Win",1
-0.419979515118323,-0.499447332105508,0.544552840940891,0.691196552774348,0.0891689310400193,0.249840482280162,-0.545944357910852,-0.352051384254174,-0.58507908481937,"WinNF","Win",1
-0.581330185431703,-0.511693176407819,0.343500135195209,-0.430441834286963,0.411938742314787,0.127177188427671,-0.103265472161522,-0.352051384254174,1.87800794766611,"WinNF","Win",1
0.00809369183524394,-0.683134996640187,0.683209879386188,-0.410412577375154,-0.104492955724848,0.188508835353917,-0.194611908903448,-0.352051384254174,3.00692283755529,"WinNF","Win",1
-0.222407265755127,0.296532547544769,0.676277027463924,-0.670792917228673,0.153722893294969,-0.593469662955717,-0.250825100744632,-0.352051384254174,-0.58507908481937,"Veh","Other",0
-0.745973726567725,-0.0953344701292135,0.58614995247448,-0.210120008257063,0.0246149687850695,0.096511364964548,-0.44054462320863,-0.352051384254174,-0.58507908481937,"Veh","Other",0
-0.548401477204452,-0.205547068850021,0.61388136016354,-0.130002980609827,0.0633473461380431,0.096511364964548,-0.363251484427002,-0.352051384254174,0.441207178716247,"Veh","Other",0
-0.637308989417973,-1.52809825349971,0.579217100552215,-0.190090751345254,0.308652402706863,0.111844276696109,-0.300011643605669,-0.352051384254174,-0.58507908481937,"Veh","Other",0
-0.564865831318041,-0.32800551187314,0.530687137096361,0.631108782038921,-0.220690087783751,0.157843011890794,-0.40541137830789,-0.352051384254174,1.15960756319118,"Veh","Other",0
0.956440488778766,1.11700411579967,0.842665473598281,-1.23161211075933,-1.48594774798084,-0.762131692002893,0.374546658488548,-0.352051384254174,-0.58507908481937,"Veh","Other",0
-0.189478557527953,0.284286703242457,0.669344175541659,-1.59213873517189,0.45067111966776,-0.670134221613524,-0.0189456843997456,-0.352051384254174,-0.58507908481937,"Veh","Other",0
-0.745973726567725,0.0148781285915939,0.496022877485036,-0.450471091198773,0.0504365536870458,0.142510100159232,-0.447571272188778,-0.352051384254174,-0.58507908481937,"Veh","Other",0
-0.469372577459162,-0.670889152337876,0.620814212085805,-0.27020777899249,-0.0528497859208776,0.173175923622355,-0.117318770121819,-0.352051384254174,-0.58507908481937,"Veh","Other",0
-0.627430376949822,-0.450463954896261,0.496022877485036,-0.370354063551536,0.463581912118757,0.0351797180383022,-0.264878398704928,-0.352051384254174,-0.58507908481937,"Veh","Other",0
-0.597794539545292,0.00263228428928217,0.489090025562772,-0.330295549727918,-0.014117408567904,0.0351797180383022,-0.215691855843891,-0.352051384254174,-0.58507908481937,"Veh","Other",0
